,Palavras,Rotulo,Sentenca
1217,PREÇO,O,133
1219,R$,B-PRECO,133
1220,45,I-PRECO,133
1221,",",I-PRECO,133
1222,0,I-PRECO,133
1223,DESCRIÇÃO,O,134
1224,DA,O,134
1225,CACHAÇA,O,134
1227,A,O,134
1228,cachaça,O,134
1229,é,O,134
1230,produzida,O,134
1231,em,O,134
1232,Guarabira,B-NOME_LOCAL,134
1233,no,O,134
1234,estado,O,134
1235,da,O,134
1236,Paraíba,B-NOME_LOCAL,134
1237,desde,O,134
1238,1901,B-TEMPO,134
1240,e,O,134
1241,orgulha,O,134
1243,se,O,134
1244,de,O,134
1245,aproveitar,O,134
1246,apenas,O,134
1247,o,O,134
1248,coração,O,134
1249,da,O,134
1250,destilação,O,134
1251,na,O,134
1252,produção,O,134
1253,da,O,134
1254,bebida,O,134
1256,que,O,134
1257,posteriormente,O,134
1258,repousa,O,134
1259,em,O,134
1260,tonéis,B-RECIPIENTE_ARMAZENAMENTO,134
1261,de,O,134
1262,freijó,B-TIPO_MADEIRA,134
1263,para,O,134
1264,apurar,O,134
1265,o,O,134
1266,sabor,O,134
1268,Volume,O,135
1270,890ml,B-VOLUME,135
1271,Graduação,O,136
1272,Alcoólica,O,136
1274,40,B-GRADUACAO_ALCOOLICA,136
1275,%,I-GRADUACAO_ALCOOLICA,136
1276,GL,O,136
1277,RECIPIENTE,O,137
1278,DE,O,137
1279,ARMAZENAMENTO,O,137
1281,Tipo,O,137
1282,Barril,O,137
1284,Freijó,B-TIPO_MADEIRA,137
1285,Tipo,O,138
1287,Armazenada,O,138
1288,Produtor,O,139
1290,Engenho,B-NOME_ORGANIZACAO,139
1291,Palmeira,I-NOME_ORGANIZACAO,139
1292,Local,O,140
1293,de,O,140
1294,Produção,O,140
1296,Guarabira,B-NOME_LOCAL,140
1298,Paraíba,B-NOME_LOCAL,140
1302,NOME,O,142
1303,DA,O,142
1304,CACHAÇA,O,142
1306,Porto,B-NOME_BEBIDA,142
1307,Estrela,I-NOME_BEBIDA,142
1308,Ouro,B-CLASSIFICACAO_BEBIDA,142
1309,1,B-VOLUME,142
1310,Litro,I-VOLUME,142
1311,PREÇO,O,143
1313,R$,B-PRECO,143
1314,150,I-PRECO,143
1315,",",I-PRECO,143
1316,0,I-PRECO,143
1317,DESCRIÇÃO,O,144
1318,DA,O,144
1319,CACHAÇA,O,144
1321,A,O,144
1322,Cachaça,O,144
1323,Porto,B-NOME_BEBIDA,144
1324,Estrela,I-NOME_BEBIDA,144
1325,é,O,144
1326,produzida,O,144
1327,na,O,144
1328,cidade,O,144
1329,de,O,144
1330,Pedras,B-NOME_LOCAL,144
1331,de,I-NOME_LOCAL,144
1332,Maria,I-NOME_LOCAL,144
1333,da,I-NOME_LOCAL,144
1334,Cruz,I-NOME_LOCAL,144
1336,Minas,B-NOME_LOCAL,144
1337,Gerais,I-NOME_LOCAL,144
1339,onde,O,144
1340,é,O,144
1341,engarrafada,O,144
1342,em,O,144
1343,vidro,O,144
1344,com,O,144
1345,tampa,O,144
1346,de,O,144
1347,rosca,O,144
1349,Cachaça,O,145
1350,de,O,145
1351,grande,O,145
1352,suavidade,O,145
1354,Envelhecida,O,146
1355,em,O,146
1356,tonéis,B-RECIPIENTE_ARMAZENAMENTO,146
1357,de,I-RECIPIENTE_ARMAZENAMENTO,146
1358,madeira,I-RECIPIENTE_ARMAZENAMENTO,146
1360,Volume,O,147
1362,1000ml,B-VOLUME,147
1363,Graduação,O,148
1364,Alcoólica,O,148
1366,42%,B-GRADUACAO_ALCOOLICA,148
1367,RECIPIENTE,O,149
1368,DE,O,149
1369,ARMAZENAMENTO,O,149
1371,Tipo,O,149
1372,Barril,O,149
1374,Amburana,B-TIPO_MADEIRA,149
1375,e,O,149
1376,Carvalho,B-TIPO_MADEIRA,149
1377,Tipo,O,150
1379,Envelhecida,O,150
1380,Produtor,O,151
1382,Fazenda,B-NOME_ORGANIZACAO,151
1383,do,I-NOME_ORGANIZACAO,151
1384,Cantagalo,I-NOME_ORGANIZACAO,151
1385,Local,O,152
1386,de,O,152
1387,Produção,O,152
1389,Pedras,B-NOME_LOCAL,152
1390,de,I-NOME_LOCAL,152
1391,Maria,I-NOME_LOCAL,152
1392,da,I-NOME_LOCAL,152
1393,Cruz,I-NOME_LOCAL,152
1395,Minas,B-NOME_LOCAL,152
1396,Gerais,I-NOME_LOCAL,152
1400,NOME,O,154
1401,DA,O,154
1402,CACHAÇA,O,154
1404,Santo,B-NOME_BEBIDA,154
1405,Mel,I-NOME_BEBIDA,154
1406,PREÇO,O,155
1408,R$,B-PRECO,155
1409,51,I-PRECO,155
1410,",",I-PRECO,155
1411,0,I-PRECO,155
1412,DESCRIÇÃO,O,156
1413,DA,O,156
1414,CACHAÇA,O,156
1416,Aperitivo,O,156
1417,Santo,B-NOME_BEBIDA,156
1418,Mel,I-NOME_BEBIDA,156
1420,Destilado,O,157
1421,alcoólico,O,157
1422,simples,O,157
1423,de,O,157
1424,cana,O,157
1425,de,O,157
1426,açúcar,O,157
1427,e,O,157
1428,mel,O,157
1430,Combinação,O,158
1431,perfeita,O,158
1432,entre,O,158
1433,cachaça,O,158
1434,e,O,158
1435,mel,O,158
1437,para,O,158
1438,todos,O,158
1439,os,O,158
1440,momentos,O,158
1442,Ideal,O,159
1443,para,O,159
1444,preparar,O,159
1445,caipirinha,O,159
1446,e,O,159
1447,também,O,159
1448,para,O,159
1449,ser,O,159
1450,apreciada,O,159
1451,pura,O,159
1453,Fica,O,160
1454,mais,O,160
1455,gostosa,O,160
1456,ainda,O,160
1457,se,O,160
1458,degustada,O,160
1459,extremamente,O,160
1460,gelada,O,160
1462,Intensifique,O,161
1463,seus,O,161
1464,momentos,O,161
1465,com,O,161
1466,Santo,B-NOME_BEBIDA,161
1467,Mel,I-NOME_BEBIDA,161
1469,Conteúdo,O,162
1470,700ml,B-VOLUME,162
1472,Graduação,O,163
1473,Alcoólica,O,163
1474,27%,B-GRADUACAO_ALCOOLICA,163
1476,Volume,O,164
1478,700,B-VOLUME,164
1479,ml,I-VOLUME,164
1480,Graduação,O,165
1481,Alcoólica,O,165
1483,27,B-GRADUACAO_ALCOOLICA,165
1484,%,I-GRADUACAO_ALCOOLICA,165
1485,GL,O,165
1489,NOME,O,167
1490,DA,O,167
1491,CACHAÇA,O,167
1493,João,B-NOME_BEBIDA,167
1494,Mendes,I-NOME_BEBIDA,167
1495,Prata,B-CLASSIFICACAO_BEBIDA,167
1496,PREÇO,O,168
1498,R$,B-PRECO,168
1499,30,I-PRECO,168
1500,",",I-PRECO,168
1501,0,I-PRECO,168
1502,DESCRIÇÃO,O,169
1503,DA,O,169
1504,CACHAÇA,O,169
1506,Cachaça,O,169
1507,Joao,B-NOME_BEBIDA,169
1508,Mendes,I-NOME_BEBIDA,169
1509,prata,B-CLASSIFICACAO_BEBIDA,169
1511,Inox,O,169
1513,Volume,O,170
1515,600,B-VOLUME,170
1516,ML,I-VOLUME,170
1520,NOME,O,172
1521,DA,O,172
1522,CACHAÇA,O,172
1524,Gouveia,B-NOME_BEBIDA,172
1525,Brasil,I-NOME_BEBIDA,172
1526,MEI,I-NOME_BEBIDA,172
1528,Cachaça,O,172
1529,Limao,O,172
1530,e,O,172
1531,Mel,O,172
1532,PREÇO,O,173
1534,R$,B-PRECO,173
1535,79,I-PRECO,173
1536,",",I-PRECO,173
1537,90,I-PRECO,173
1538,DESCRIÇÃO,O,174
1539,DA,O,174
1540,CACHAÇA,O,174
1542,Licor,O,174
1543,Gouveia,B-NOME_BEBIDA,174
1544,Brasil,I-NOME_BEBIDA,174
1545,Mel,I-NOME_BEBIDA,174
1546,e,I-NOME_BEBIDA,174
1547,Limão,I-NOME_BEBIDA,174
1548,375ml,B-VOLUME,174
1550,Bebida,O,175
1551,jovem,O,175
1553,leve,O,175
1554,e,O,175
1555,elegante,O,175
1557,a,O,175
1558,MEi,B-NOME_BEBIDA,175
1559,representa,O,175
1560,a,O,175
1561,mistura,O,175
1562,bem,O,175
1563,calibrada,O,175
1564,de,O,175
1565,uma,O,175
1566,cachaça,O,175
1567,extremamente,O,175
1568,pura,O,175
1570,com,O,175
1571,dupla,O,175
1572,destilação,O,175
1574,misturada,O,175
1575,às,O,175
1576,cores,O,175
1577,e,O,175
1578,sabores,O,175
1579,da,O,175
1580,terra,O,175
1582,com,O,175
1583,o,O,175
1584,esmero,O,175
1585,que,O,175
1586,caracteriza,O,175
1587,as,O,175
1588,bebidas,O,175
1589,do,O,175
1590,Grupo,B-NOME_ORGANIZACAO,175
1591,Gouveia,I-NOME_ORGANIZACAO,175
1592,Brasil,I-NOME_ORGANIZACAO,175
1594,Disponível,O,176
1595,nas,O,176
1596,versões,O,176
1597,mel,O,176
1598,e,O,176
1599,limão,O,176
1600,e,O,176
1601,jabuticaba,O,176
1603,a,O,176
1604,MEi,B-NOME_BEBIDA,176
1605,nasce,O,176
1606,com,O,176
1607,um,O,176
1608,discurso,O,176
1609,contemporâneo,O,176
1611,alinhado,O,176
1612,e,O,176
1613,pautado,O,176
1614,na,O,176
1615,criatividade,O,176
1617,alegria,O,176
1618,e,O,176
1619,responsabilidade,O,176
1620,social,O,176
1622,Ideal,O,177
1623,para,O,177
1624,o,O,177
1625,consumo,O,177
1626,em,O,177
1627,festas,O,177
1629,baladas,O,177
1630,e,O,177
1631,house,O,177
1632,parties,O,177
1634,servida,O,177
1635,sempre,O,177
1636,bem,O,177
1637,gelada,O,177
1639,a,O,177
1640,MEi,B-NOME_BEBIDA,177
1641,também,O,177
1642,pode,O,177
1643,integrar,O,177
1644,coquetéis,O,177
1645,elaborados,O,177
1646,e,O,177
1647,caipirinhas,O,177
1649,Com,O,178
1650,teor,O,178
1651,alcoólico,O,178
1652,de,O,178
1653,18%,B-GRADUACAO_ALCOOLICA,178
1655,a,O,178
1656,bebida,O,178
1657,conquista,O,178
1658,facilmente,O,178
1659,o,O,178
1660,paladar,O,178
1661,feminino,O,178
1662,e,O,178
1663,também,O,178
1664,se,O,178
1665,adequa,O,178
1666,perfeitamente,O,178
1667,às,O,178
1668,harmonizações,O,178
1669,com,O,178
1670,sobremesas,O,178
1672,dividindo,O,178
1673,espaço,O,178
1674,com,O,178
1675,licores,O,178
1676,e,O,178
1677,vinhos,O,178
1678,fortificados,O,178
1680,Beba,O,179
1681,com,O,179
1682,responsabilidade,O,179
1684,Sonhe,O,180
1685,sem,O,180
1686,moderação,O,180
1688,Sirva,O,181
1689,bem,O,181
1690,gelada,O,181
1691,Volume,O,182
1693,375,B-VOLUME,182
1694,ml,I-VOLUME,182
1698,NOME,O,184
1699,DA,O,184
1700,CACHAÇA,O,184
1702,Cachaça,O,184
1703,Reserva,B-NOME_BEBIDA,184
1704,do,I-NOME_BEBIDA,184
1705,Gerente,I-NOME_BEBIDA,184
1706,Carvalho,B-TIPO_MADEIRA,184
1707,5,B-TEMPO_ARMAZENAMENTO,184
1708,anos,I-TEMPO_ARMAZENAMENTO,184
1709,PREÇO,O,185
1711,R$,B-PRECO,185
1712,58,I-PRECO,185
1713,",",I-PRECO,185
1714,0,I-PRECO,185
1715,DESCRIÇÃO,O,186
1716,DA,O,186
1717,CACHAÇA,O,186
1719,Cachaça,O,186
1720,Reserva,B-NOME_BEBIDA,186
1721,do,I-NOME_BEBIDA,186
1722,Gerente,I-NOME_BEBIDA,186
1723,Carvalho,B-TIPO_MADEIRA,186
1724,5,B-TEMPO_ARMAZENAMENTO,186
1725,anos,I-TEMPO_ARMAZENAMENTO,186
1726,700ml,B-VOLUME,186
1727,Volume,O,187
1729,700ml,B-VOLUME,187
1730,Graduação,O,188
1731,Alcoólica,O,188
1733,40%,B-GRADUACAO_ALCOOLICA,188
1734,RECIPIENTE,O,189
1735,DE,O,189
1736,ARMAZENAMENTO,O,189
1738,Tipo,O,189
1739,Barril,O,189
1741,5,B-TEMPO_ARMAZENAMENTO,189
1742,anos,I-TEMPO_ARMAZENAMENTO,189
1743,no,O,189
1744,Carvalho,B-TIPO_MADEIRA,189
1745,Tipo,O,190
1747,Envelhecida,O,190
1748,Local,O,191
1749,de,O,191
1750,Produção,O,191
1752,Guarapari,B-NOME_LOCAL,191
1754,Espirito,B-NOME_LOCAL,191
1755,Santo,I-NOME_LOCAL,191
1759,NOME,O,193
1760,DA,O,193
1761,CACHAÇA,O,193
1763,Cachaça,O,193
1764,Reserva,B-NOME_BEBIDA,193
1765,do,I-NOME_BEBIDA,193
1766,Gerente,I-NOME_BEBIDA,193
1767,Prata,B-CLASSIFICACAO_BEBIDA,193
1768,PREÇO,O,194
1770,R$,B-PRECO,194
1771,45,I-PRECO,194
1772,",",I-PRECO,194
1773,0,I-PRECO,194
1774,DESCRIÇÃO,O,195
1775,DA,O,195
1776,CACHAÇA,O,195
1778,Cachaça,O,195
1779,Reserva,B-NOME_BEBIDA,195
1780,do,I-NOME_BEBIDA,195
1781,Gerente,I-NOME_BEBIDA,195
1782,Prata,B-CLASSIFICACAO_BEBIDA,195
1783,700ml,B-VOLUME,195
1784,Volume,O,196
1786,700ml,B-VOLUME,196
1787,Graduação,O,197
1788,Alcoólica,O,197
1790,42%,B-GRADUACAO_ALCOOLICA,197
1791,RECIPIENTE,O,198
1792,DE,O,198
1793,ARMAZENAMENTO,O,198
1795,Tipo,O,198
1796,Barril,O,198
1798,Inox,B-RECIPIENTE_ARMAZENAMENTO,198
1800,6,B-TEMPO_ARMAZENAMENTO,198
1801,meses,I-TEMPO_ARMAZENAMENTO,198
1802,Tipo,O,199
1804,Branca,O,199
1805,Local,O,200
1806,de,O,200
1807,Produção,O,200
1809,Guarapari,B-NOME_LOCAL,200
1811,Espírito,B-NOME_LOCAL,200
1812,Santo,I-NOME_LOCAL,200
1816,NOME,O,202
1817,DA,O,202
1818,CACHAÇA,O,202
1820,Cachaça,O,202
1821,Maria,B-NOME_BEBIDA,202
1822,da,I-NOME_BEBIDA,202
1823,Cruz,I-NOME_BEBIDA,202
1824,PREÇO,O,203
1826,R$,B-PRECO,203
1827,480,I-PRECO,203
1828,",",I-PRECO,203
1829,0,I-PRECO,203
1830,DESCRIÇÃO,O,204
1831,DA,O,204
1832,CACHAÇA,O,204
1834,Cachaça,O,204
1835,Maria,B-NOME_BEBIDA,204
1836,da,I-NOME_BEBIDA,204
1837,Cruz,I-NOME_BEBIDA,204
1838,700ml,B-VOLUME,204
1840,Produzida,O,204
1841,e,O,204
1842,engarrafada,O,204
1843,pela,O,204
1844,Fazenda,B-NOME_ORGANIZACAO,204
1845,Canta,I-NOME_ORGANIZACAO,204
1846,Galo,I-NOME_ORGANIZACAO,204
1847,na,O,204
1848,cidade,O,204
1849,de,O,204
1850,Pedras,B-NOME_LOCAL,204
1851,de,I-NOME_LOCAL,204
1852,Maria,I-NOME_LOCAL,204
1853,da,I-NOME_LOCAL,204
1854,Cruz,I-NOME_LOCAL,204
1855,na,O,204
1856,regiao,O,204
1857,Norte,O,204
1858,de,O,204
1859,Minas,B-NOME_LOCAL,204
1860,Gerais,I-NOME_LOCAL,204
1862,Fora,O,205
1863,de,O,205
1864,produção,O,205
1865,ultimas,O,205
1866,garrafas,O,205
1868,Jose,B-NOME_PESSOA,206
1869,de,I-NOME_PESSOA,206
1870,Alencar,I-NOME_PESSOA,206
1871,ex,O,206
1872,Vice,O,206
1873,Presidente,O,206
1875,Volume,O,207
1877,700ml,B-VOLUME,207
1878,Graduação,O,208
1879,Alcoólica,O,208
1881,46%,B-GRADUACAO_ALCOOLICA,208
1882,RECIPIENTE,O,209
1883,DE,O,209
1884,ARMAZENAMENTO,O,209
1886,Tipo,O,209
1887,Barril,O,209
1889,3,B-TEMPO_ARMAZENAMENTO,209
1890,anos,I-TEMPO_ARMAZENAMENTO,209
1891,em,O,209
1892,Amburana,B-TIPO_MADEIRA,209
1893,Tipo,O,210
1895,Envelhecida,O,210
1896,Local,O,211
1897,de,O,211
1898,Produção,O,211
1900,Pedras,B-NOME_LOCAL,211
1901,de,I-NOME_LOCAL,211
1902,Maria,I-NOME_LOCAL,211
1903,da,I-NOME_LOCAL,211
1904,Cruz,I-NOME_LOCAL,211
1906,Minas,B-NOME_LOCAL,211
1907,Gerais,I-NOME_LOCAL,211
1911,NOME,O,213
1912,DA,O,213
1913,CACHAÇA,O,213
1915,Cachaça,O,213
1916,Taverna,B-NOME_BEBIDA,213
1917,de,I-NOME_BEBIDA,213
1918,Minas,I-NOME_BEBIDA,213
1919,Carvalho,B-TIPO_MADEIRA,213
1920,PREÇO,O,214
1922,R$,B-PRECO,214
1923,60,I-PRECO,214
1924,",",I-PRECO,214
1925,0,I-PRECO,214
1926,DESCRIÇÃO,O,215
1927,DA,O,215
1928,CACHAÇA,O,215
1930,Cachaça,O,215
1931,Taverna,B-NOME_BEBIDA,215
1932,de,I-NOME_BEBIDA,215
1933,Minas,I-NOME_BEBIDA,215
1934,Carvalho,B-TIPO_MADEIRA,215
1935,750ml,B-VOLUME,215
1936,Volume,O,216
1938,750ml,B-VOLUME,216
1939,Graduação,O,217
1940,Alcoólica,O,217
1942,39%,B-GRADUACAO_ALCOOLICA,217
1943,RECIPIENTE,O,218
1944,DE,O,218
1945,ARMAZENAMENTO,O,218
1947,Tipo,O,218
1948,Barril,O,218
1950,1,B-TEMPO_ARMAZENAMENTO,218
1951,ano,I-TEMPO_ARMAZENAMENTO,218
1952,no,O,218
1953,Carvalho,B-TIPO_MADEIRA,218
1954,Tipo,O,219
1956,Envelhecida,O,219
1957,Produtor,O,220
1959,Taverna,B-NOME_ORGANIZACAO,220
1960,de,I-NOME_ORGANIZACAO,220
1961,Minas,I-NOME_ORGANIZACAO,220
1962,Local,O,221
1963,de,O,221
1964,Produção,O,221
1966,Itaverava,B-NOME_LOCAL,221
1968,Minas,B-NOME_LOCAL,221
1969,Gerais,I-NOME_LOCAL,221
1973,NOME,O,223
1974,DA,O,223
1975,CACHAÇA,O,223
1977,Taverna,B-NOME_BEBIDA,223
1978,de,I-NOME_BEBIDA,223
1979,Minas,I-NOME_BEBIDA,223
1980,Amburana,B-TIPO_MADEIRA,223
1981,PREÇO,O,224
1983,R$,B-PRECO,224
1984,69,I-PRECO,224
1985,",",I-PRECO,224
1986,0,I-PRECO,224
1987,DESCRIÇÃO,O,225
1988,DA,O,225
1989,CACHAÇA,O,225
1991,Taverna,B-NOME_BEBIDA,225
1992,de,I-NOME_BEBIDA,225
1993,Minas,I-NOME_BEBIDA,225
1994,Amburana,B-TIPO_MADEIRA,225
1995,750ml,B-VOLUME,225
1996,Volume,O,226
1998,750ml,B-VOLUME,226
1999,Graduação,O,227
2000,Alcoólica,O,227
2002,39%,B-GRADUACAO_ALCOOLICA,227
2003,RECIPIENTE,O,228
2004,DE,O,228
2005,ARMAZENAMENTO,O,228
2007,Tipo,O,228
2008,Barril,O,228
2010,1,B-TEMPO_ARMAZENAMENTO,228
2011,ano,I-TEMPO_ARMAZENAMENTO,228
2012,Amburana,B-TIPO_MADEIRA,228
2013,Tipo,O,229
2015,Envelhecida,O,229
2016,Produtor,O,230
2018,Taverna,B-NOME_ORGANIZACAO,230
2019,de,I-NOME_ORGANIZACAO,230
2020,Minas,I-NOME_ORGANIZACAO,230
2021,Local,O,231
2022,de,O,231
2023,Produção,O,231
2025,Itaverava,B-NOME_LOCAL,231
2027,Minas,B-NOME_LOCAL,231
2028,Gerais,I-NOME_LOCAL,231
2032,NOME,O,233
2033,DA,O,233
2034,CACHAÇA,O,233
2036,Cachaça,O,233
2037,Taverna,B-NOME_BEBIDA,233
2038,de,I-NOME_BEBIDA,233
2039,Minas,I-NOME_BEBIDA,233
2040,Jequitibá,B-TIPO_MADEIRA,233
2041,PREÇO,O,234
2043,R$,B-PRECO,234
2044,69,I-PRECO,234
2045,",",I-PRECO,234
2046,0,I-PRECO,234
2047,DESCRIÇÃO,O,235
2048,DA,O,235
2049,CACHAÇA,O,235
2051,Cachaça,O,235
2052,Taverna,B-NOME_BEBIDA,235
2053,de,I-NOME_BEBIDA,235
2054,Minas,I-NOME_BEBIDA,235
2055,Jequitibá,B-TIPO_MADEIRA,235
2056,750ml,B-VOLUME,235
2057,Volume,O,236
2059,750ml,B-VOLUME,236
2060,Graduação,O,237
2061,Alcoólica,O,237
2063,39%,B-GRADUACAO_ALCOOLICA,237
2064,RECIPIENTE,O,238
2065,DE,O,238
2066,ARMAZENAMENTO,O,238
2068,Tipo,O,238
2069,Barril,O,238
2071,1,B-TEMPO_ARMAZENAMENTO,238
2072,Ano,I-TEMPO_ARMAZENAMENTO,238
2073,no,O,238
2074,Jequitibá,B-TIPO_MADEIRA,238
2075,Tipo,O,239
2077,Armazenada,O,239
2078,Produtor,O,240
2080,Taverna,B-NOME_ORGANIZACAO,240
2081,de,I-NOME_ORGANIZACAO,240
2082,Minas,I-NOME_ORGANIZACAO,240
2083,Local,O,241
2084,de,O,241
2085,Produção,O,241
2087,Itaverava,B-NOME_LOCAL,241
2089,Minas,B-NOME_LOCAL,241
2090,Gerais,I-NOME_LOCAL,241
2094,NOME,O,243
2095,DA,O,243
2096,CACHAÇA,O,243
2098,Cachaça,O,243
2099,Weber,B-NOME_BEBIDA,243
2100,Haus,I-NOME_BEBIDA,243
2101,Leandro,I-NOME_BEBIDA,243
2102,Batista,I-NOME_BEBIDA,243
2103,PREÇO,O,244
2105,R$,B-PRECO,244
2106,80,I-PRECO,244
2107,",",I-PRECO,244
2108,0,I-PRECO,244
2109,DESCRIÇÃO,O,245
2110,DA,O,245
2111,CACHAÇA,O,245
2113,Cachaça,O,245
2114,Weber,B-NOME_BEBIDA,245
2115,Haus,I-NOME_BEBIDA,245
2116,Leandro,I-NOME_BEBIDA,245
2117,Batista,I-NOME_BEBIDA,245
2118,750ml,B-VOLUME,245
2119,Madeiras,O,245
2121,Amburana,B-TIPO_MADEIRA,245
2123,Bálsamo,B-TIPO_MADEIRA,245
2124,e,O,245
2125,Canela,B-TIPO_MADEIRA,245
2126,Sassafrás,I-TIPO_MADEIRA,245
2127,Envelhecimento,O,245
2129,1,B-TEMPO_ARMAZENAMENTO,245
2130,ano,I-TEMPO_ARMAZENAMENTO,245
2131,em,O,245
2132,cada,O,245
2133,Medalha,O,245
2134,de,O,245
2135,Ouro,O,245
2136,no,O,245
2137,Concurso,O,245
2138,Mundial,O,245
2139,de,O,245
2140,Bruxelas,B-NOME_LOCAL,245
2141,Edição,O,245
2142,Brasil,B-NOME_LOCAL,245
2144,2018,B-TEMPO,245
2145,8º,O,245
2146,Colocado,O,245
2147,no,O,245
2148,III,O,245
2149,Ranking,O,245
2150,da,O,245
2151,Cúpula,B-NOME_ORGANIZACAO,245
2152,da,I-NOME_ORGANIZACAO,245
2153,Cachaça,I-NOME_ORGANIZACAO,245
2154,2018,B-TEMPO,245
2156,Volume,O,246
2158,750,B-VOLUME,246
2159,ml,I-VOLUME,246
2160,Graduação,O,247
2161,Alcoólica,O,247
2163,38,B-GRADUACAO_ALCOOLICA,247
2164,RECIPIENTE,O,248
2165,DE,O,248
2166,ARMAZENAMENTO,O,248
2168,Tipo,O,248
2169,Barril,O,248
2171,Amburana,B-TIPO_MADEIRA,248
2173,Balsamo,B-TIPO_MADEIRA,248
2174,e,O,248
2175,Canela,B-TIPO_MADEIRA,248
2176,e,O,248
2177,Sassafras,B-TIPO_MADEIRA,248
2178,Tipo,O,249
2180,Envelhecida,O,249
2181,Produtor,O,250
2183,Weber,B-NOME_ORGANIZACAO,250
2184,Haus,I-NOME_ORGANIZACAO,250
2185,Local,O,251
2186,de,O,251
2187,Produção,O,251
2189,Ivotí,B-NOME_LOCAL,251
2191,Rio,B-NOME_LOCAL,251
2192,Grande,I-NOME_LOCAL,251
2193,do,I-NOME_LOCAL,251
2194,Sul,I-NOME_LOCAL,251
2198,NOME,O,253
2199,DA,O,253
2200,CACHAÇA,O,253
2202,Cachaça,O,253
2203,Gogó,B-NOME_BEBIDA,253
2204,da,I-NOME_BEBIDA,253
2205,Ema,I-NOME_BEBIDA,253
2206,Rock,I-NOME_BEBIDA,253
2207,N´Roll,I-NOME_BEBIDA,253
2208,Caveira,O,253
2209,Bálsamo,B-TIPO_MADEIRA,253
2210,PREÇO,O,254
2212,R$,B-PRECO,254
2213,103,I-PRECO,254
2214,",",I-PRECO,254
2215,0,I-PRECO,254
2216,DESCRIÇÃO,O,255
2217,DA,O,255
2218,CACHAÇA,O,255
2220,Cachaça,O,255
2221,Gogó,B-NOME_BEBIDA,255
2222,da,I-NOME_BEBIDA,255
2223,Ema,I-NOME_BEBIDA,255
2224,Rock,I-NOME_BEBIDA,255
2225,N´Roll,I-NOME_BEBIDA,255
2226,Caveira,O,255
2227,Bálsamo,B-TIPO_MADEIRA,255
2228,700ml,B-VOLUME,255
2229,Volume,O,256
2231,700ml,B-VOLUME,256
2232,Graduação,O,257
2233,Alcoólica,O,257
2235,40%,B-GRADUACAO_ALCOOLICA,257
2236,RECIPIENTE,O,258
2237,DE,O,258
2238,ARMAZENAMENTO,O,258
2240,Tipo,O,258
2241,Barril,O,258
2243,3,B-TEMPO_ARMAZENAMENTO,258
2244,anos,I-TEMPO_ARMAZENAMENTO,258
2245,no,O,258
2246,Bálsamo,B-TIPO_MADEIRA,258
2247,Tipo,O,259
2249,Envelhecida,O,259
2250,Produtor,O,260
2252,Gogó,B-NOME_ORGANIZACAO,260
2253,da,I-NOME_ORGANIZACAO,260
2254,Ema,I-NOME_ORGANIZACAO,260
2255,Local,O,261
2256,de,O,261
2257,Produção,O,261
2259,São,B-NOME_LOCAL,261
2260,Sebastião,I-NOME_LOCAL,261
2262,Alagoas,B-NOME_LOCAL,261
2266,NOME,O,263
2267,DA,O,263
2268,CACHAÇA,O,263
2270,Lançamento,O,263
2271,Weber,B-NOME_BEBIDA,263
2272,Haus,I-NOME_BEBIDA,263
2274,7,O,263
2275,Madeiras,O,263
2277,Umas,B-NOME_BEBIDA,263
2278,e,I-NOME_BEBIDA,263
2279,Outras,I-NOME_BEBIDA,263
2281,Leandro,B-NOME_PESSOA,263
2282,Batista,I-NOME_PESSOA,263
2284,PREÇO,O,264
2286,R$,B-PRECO,264
2287,220,I-PRECO,264
2288,",",I-PRECO,264
2289,0,I-PRECO,264
2290,DESCRIÇÃO,O,265
2291,DA,O,265
2292,CACHAÇA,O,265
2294,Lançamento,O,265
2295,Weber,B-NOME_BEBIDA,265
2296,Haus,I-NOME_BEBIDA,265
2298,7,O,265
2299,Madeiras,O,265
2301,Umas,B-NOME_BEBIDA,265
2302,e,I-NOME_BEBIDA,265
2303,Outras,I-NOME_BEBIDA,265
2305,Leandro,B-NOME_PESSOA,265
2306,Batista,I-NOME_PESSOA,265
2308,Volume,O,266
2310,750ml,B-VOLUME,266
2311,Tipo,O,267
2313,Envelhecida,O,267
2314,Produtor,O,268
2316,Weber,B-NOME_ORGANIZACAO,268
2317,Haus,I-NOME_ORGANIZACAO,268
2318,Local,O,269
2319,de,O,269
2320,Produção,O,269
2322,Ivotí,B-NOME_LOCAL,269
2324,Rio,B-NOME_LOCAL,269
2325,Grande,I-NOME_LOCAL,269
2326,do,I-NOME_LOCAL,269
2327,Sul,I-NOME_LOCAL,269
2331,NOME,O,271
2332,DA,O,271
2333,CACHAÇA,O,271
2335,Cachaça,O,271
2336,Umas,B-NOME_BEBIDA,271
2337,e,I-NOME_BEBIDA,271
2338,Outras,I-NOME_BEBIDA,271
2339,PREÇO,O,272
2341,R$,B-PRECO,272
2342,60,I-PRECO,272
2343,",",I-PRECO,272
2344,0,I-PRECO,272
2345,DESCRIÇÃO,O,273
2346,DA,O,273
2347,CACHAÇA,O,273
2349,Cachaça,O,273
2350,Weber,B-NOME_BEBIDA,273
2351,Haus,I-NOME_BEBIDA,273
2352,Umas,I-NOME_BEBIDA,273
2353,e,I-NOME_BEBIDA,273
